text,label,five_folds,ten_folds,train_test_split
"Kommt Kinder, wir gehen Schwule und Lesben gucken.....  Jedem seine Sexualität, aber warum machen sich Schwule und Lesben mit solchen albernen Umzügen zum Affen? Um dem Anlass zu gedenken, gäbe es sicher andere Möglichkeiten.",1.0,0,0,0
Was dort im Zoo passiert ist macht mich fassungslos. Wie wenig Respekt diese Menschen haben ist tief traurig. Man kann eigentlich nur an alle anständigen appellieren nicht wegzuschauen und beherzt einzugreifen wenn sich jemand derart respektlos verhält damit solche Leute ein Hausverbot bekommen. ,0.0,0,0,0
Frauen in den Vordergrund zu stellen? Quote oder Fähigkeiten. ,1.0,0,0,0
"Waren das die Fachkräfte aus Osteuropa ?  Hat die Polizei wie vor ein paar Tagen in Bocholt ""Betretungsverbote"" ausgesprochen.  Ironie Ende.  Kostenlose Wahlwerbung für eine alternative Partei.",0.0,0,0,0
"""Wo Weiber sind,das ist Verwirrung""",1.0,0,0,0
"Es stellt sich nicht die Frage wie gefährlich der Austritt der Briten für die EU ist sondern wie gefährlich ist die EU- Herrschaft für die Menschen in Europa. Dieser überbürokratische Haufen hat mit den Menschen in Europa nichts am Hut sondern ist nur damit beschäftigt was man den Menschen in Europa zumuten oder verbieten kann. EWG und EG waren sinnvolle Vorläufer, die jetzige EU kannste in die Tonne kloppen.",0.0,0,0,0
"Na toll. Da muss Frau nur noch in eine Partei eintreten und hat, obwohl der Anteil der Frauen bei den Mitgliedern unter 50% liegt, sofort das Ticket für den Posten sicher.  So was ist keine Gleichberechtigung, sondern eine Bevorzugung.",1.0,0,0,0
"Schade, mit diesen Mietverträgen hätte ich das Gebäude auch gern gekauft.",0.0,0,0,0
"Ich finde, dass es absolut genügt, dass es die Spieler-Frauen gibt. Die sind zwar in der überwältigenden Mehrheit sehr hübsch, aber strunzdoof.  Mehr Frauen im Fußball braucht kein Mensch. Weder auf dem Platz, noch als Funktionär im DFB, noch als Schiedsrichter bei einem Fußballspiel.   Na ja - als Zuschauerin im Stadion sind sie natürlich gerne gesehen, wenn sie nicht während eines Spiels mit Fragen wie ""Schatz, was ist eigentlich Abseits?"" nerven. . ",1.0,0,0,0
"Eine gezielte, bewußt geplante Provokation, vor allem gegen eine eindeutige, klare Gesetzeslage in Italien. Die Kapitänin wird die Konsequenzen für ihre Gesetzesverstöße tragen müssen.  Die kolportierten zehn Jahre sind da angemessen.",0.0,0,0,0
"Und Flintenuschi hat auch prompt erste Verteidigungsausgaben erhöht. Besonders im Bereich der Beraterfirmen. Getreu dem Motto ""Wer nichts weiß muss alles glauben.""  So ganz nebenbei frage ich mich, ob diese Frau schonmal eine Handgranate geworfen hat oder mit einer Panzerfaust geschossen hat oder zumindest mal ein Sturmgewehr abgefeuert hat.  Auf dem Bild sieht es echt so aus, als ob der Jüri Luik seine Sekretärin mitgebracht hätte.",1.0,0,0,0
Also gibt es eine einfache Lösung für Trump: Er leitet einfach die hochqualifizierten Migranten aus Honduras nach Kanda weiter.  Wahrscheinlich aber möchte Kanada solche Migranten auch nicht haben. Was nur einem Tasachenverdrehenden Michel nicht einleuchtet.,0.0,0,0,0
"Wow....ich möchte den beiden netten Mädels ja nicht weh tun aber das riecht nach 0 Punkten, da singt in meinen Ohren der Hund vom Nachbarn schöner den Mond an, aber ich bin ja kein Fachmann und ich hoffe sehr dass die Beiden auf Grund ihres Könnens ausgewählt wurden und und nicht später mal die ""me too"" Debatte um eine Story bereichern. Oder haben womöglich die von uneren GEZ-Gebühren so überaus großzügig bezahlten Experten beim NDR was an den Ohren....soll ja die Grippe im Umlauf sein????",1.0,0,0,0
3 cm Schnee - 300 km Stau,0.0,0,0,0
"Entschuldigung, muss man die kennen? Außerhalb der Tittenindustrie? ",1.0,0,0,0
"Vielleicht war es ja auch nur ein HARTZ IV-Betroffener, den man seitens des Jobcenters das Existenzminimum weggestrichen bzw. nicht die tatsächlichen, sondern lediglich die bundesweit fast überall von den Kommunen viel zu niedrig als angemessen betrachteten Kosten der Unterkunft gewährt?! Man denke dabei nur an die SPD, von dort muss man sich ja sinngemäß anhören, man solle als HARTZ IV-Betroffener bei einer kalten Wohnung noch ein paar Pullover mehr anziehen.",0.0,0,0,0
"Erst Greta dann Carola, der neue Frauenpower für eine schöne, bunte, heile gemeinsame Welt, wo die Blumen blühen,es Geld regnet und gebratene Hähnchen am Himmel zu finden sind. Hätten wir das nicht schon viel früher haben können? Aber wäre das denn fair gegenüber den schleusern die wären doch dann arbeitslos?",1.0,0,0,0
"""So ist mittlerweile ein hoher einstelliger Betrag zusammen gekommen, etwa sieben bis acht Millionen Euro sind es."" Hab ich in Mathematik was verpasst, oder sind Millionen einstellig?",0.0,0,0,0
"Wer ein bisschen sucht kann überall irgendwas xistisches finden. Mich wundert, dass noch keine Femanze über VOLVO her gefallen ist. Deren Firmenlogo grenzt schließlich Frauen aus. Und das im durchgegenderten Schweden ...",1.0,0,0,0
Die Idee finde ichgar nicht so schlecht. “Deutschlands größter Billiglinienflughafen” wäre aber vielleicht passender.,0.0,0,0,0
"Nein, Frauen sind nichts besseres und sollten objektiv ihrer Leistung vorankommen und nicht ihres Geschlechtes wegen. Diese Gesellschaft wird unter gehen, wie jede, welche von Frauen gelenkt wurde. ",1.0,0,0,0
"Klimawandel könnte Bierpreis verdoppeln, oder halbieren!     Tatsächlich ist nämlich der Ernte-Ertrag in den letzten Jahrzehnten gewachsen, weit mehr als VERDOPPELT! ",0.0,0,0,0
"KGE fordert den sofortigen Rücktritt von Seehofer. Diese ""Frau von Beruf"" sollte wegen ihrer politischen Inkompetenz besser schweigen, ""Papagei*innen"" gibt es genug. In der Natur haben sie einen anderen Lebensraum. ",1.0,0,0,0
Skigebiet? Welch Begriff -  ist es nicht eine ökologisch sensible Mittel-Gebirgs-Landschaft? Schneekanonen? Liftanlagen? (Diesel-)Pistenraupen? Sollte man sich in der Natur nicht mit den Dingen beschäftigen die diese saisonal bietet?  ,0.0,0,0,0
Die Frauen sollen sich mal lieber die Haare auf den Zähnen entfernen,1.0,0,0,0
"Na hoffentlich kandidiert die Bundestagsabgeordnete zur OB. Wäre ein politischer Lichtblick im kommunalen Alltag. Erfolge hat sie in Düsseldorf im Übrigen reichlich. Ohne StraZi gäbe es z.B. den KöBogen nicht. Ideologiefrei - pragmatisch - gradlinig - ehrlich. Wer sie erlebt hat, weiss diese Eigenschaften an ihr zu schätzen. ",0.0,0,0,0
"Wäre mal nett,wenn die Frau verbal abrüsten würde. Der Begriff Gegner reicht eigentlich aus. Schlichtere Gemüter wie die Ww könnten sonst auf dumme Gedanken kommen.",1.0,0,0,0
"""Bundesministerin"" adé.  Paßt.",0.0,0,0,0
"Bis jetzt waren mir Schwule und Lesben egal – Leben und leben lassen.   Aber je mehr sich diese Regenbogenvereinigung in den Vordergrund schieben will und ins öffentliche Leben versucht einzugreifen,  wächst meine Abneigung !",1.0,0,0,0
und die Erde ist eine Scheibe.,0.0,0,0,0
"Die sollten eine neue Kategorien machen - Der Preis für ""Off white"" (I think this is what it is called today - not to offend anyone), ""Lesbian, gay"" (darf auch Transgender beinhalten) Preis, der ""meToo"" Womens Preis und der ""Flavour of who feels offended this year"" Preis.  Möge der bessere Gewinnen und nicht wer am lautesten schreit. ",1.0,0,0,0
"für das Containern! Etwa ein Drittel aller Nahrungsmittel landet in Industrienationen wie Deutschland auf dem Müll. Dieser ""Food Waste"" verschwendet wertvolle Ressourcen und schadet massiv dem Klima. Überträgt man diese Zahl auf Fleischprodukte, erscheint sie im Zusammenhang mit den von vielen Tierschützern kritisierten Haltungsbedingungen vieler Masttiere als besonders dramatisch. 20 Millionen Schweine pro Jahr haben somit umsonst gelitten und sind am Ende noch einen sinnlosen Tod gestorben.   ",0.0,0,0,0
"Herzlichen Glückwunsch auch an die RPO, die diesen substanzlosen Politiker bei jeder Gelegenheit hochgejubelt hat.  Wobei ich mir sicher bin, dass bei der Befragen weit über 50% Frauen dabei waren. Da zählt ja nur das Äußere. Ein Grund mehr gegen die Frauen-Quote zu sein.",1.0,0,0,0
Nur knapp 300 Linke und ein paar übriggebliebene Realitätsverweigerer waren gekommen. Werden immer weniger.  Schwein gehabt.,0.0,0,0,0
"Ich erinnere mich noch an Plakate, die die Marketing-Experten des DFB vor der Frauen-WM in Deutschland klebten mit dem Text: ""Der 2. Platz ist nur etwas für Männer"". Dann schieden unsere Damen sehr frühzeitig in erbärmlicher Art und Weise aus. Das Selbstvertrauen vieler Damen - ob im Fußball, in der Politik oder im Beruf - ist schon beachtlich. Nur, sollte man auch so langsam mal Nachweise erbringen, dass man für höhere Berufungen geeignet ist.           Euer Schuhplattler von Plattling.",1.0,0,0,0
"Am 26.7. schrieb die RP: „Anzeigen sind nicht geschrieben worden, „weil man keinen Anwesenden individuell beschuldigen konnte“. Entsprechend seien auch keine Personalien festgehalten worden.“  Heute wissen Sie aber, dass Anzeigen gegen Deutsche geschrieben wurden? Woher haben Sie denn diese Info?",0.0,0,0,0
"Er gibt Ärger über seine Opfer als Motiv an. Hmm, ich ärgere mich auch ständig über diese Leute. Vielleicht sollte ich einen IT-Lehrgang besuchen:). Am witzigsten finde ich übrigens das geleakte bisherige Passwort der SPD-Vorsitzenden, das angeblich ""anahl"" lauten soll. Passt irgendwie ganz gut.. Schade, dass sie jetzt bestimmt ein anderes Passwort benutzt.",1.0,0,0,0
"Warum haben Sie diesen Blödsinn von mir veröffentlicht?""Trump ist super. Ich liebe ihn. Das ist ein toller Typ. Hoffentlich kriegt er eine zweite Amtszeit. Der macht super Sachen. Der ist sehr sympathisch. Der ist gut. Der macht alles für uns. Hoffentlich wissen die Leute das. Der kann auch mit Geld umgehen...."" Wie kann man so etwas zeigen?  und kritische Töne nicht? Trump ist ein menschliches NO-GO...",0.0,0,0,0
Wenn mir mal klar wird wer oder was Intersexuelle sind wird mir hoffentlich alles etwas klarer.Es können ja die geschlechtslosen gewesen sein deren Wert auf einmal aufgefallen ist man sagt doch auch das dritte Geschlecht und kann es denn auch ein viertes usw. geben.Wie sieht das ganze in der Natur aus sind die dort auch Vorhanden bei Rindern könnte ja sein. Der Bulle dann die Kuh und dann gibt es doch auch die Ochsen das sind doch bestimmt nicht auch die Menschen des dritten Geschlecht ,1.0,0,0,0
"Wo sind nur die Klimawandel-Panikmacher, die eine Jahrhundert-Dürre prophezeien, wenn man sie mal braucht?",0.0,0,0,0
"Frauenparkplätze, Frauentag ... So langsam, finde ich, liegt hier ein deutliches Ungleichgewicht vor.  Sicher wurde das Einbringen dieses Feiertags unter dem Aspekt der Diskriminierung beleuchtet. Was war denn da das Ergebnis?  Frauen werden mehr und mehr zu einer Gruppe diskriminiert, die gesondert inkludiert werden müssen. Ist ja bald wie bei geistig behinderten Kindern.",1.0,0,0,0
Mir wird Angst und Bange !!!,0.0,0,0,0
"Wer glaubt, dass durch die Schaffung eines Feiertags ( Internationaler Frauentag) am 8.März werden die Probleme mit  Integrations-Gegnern oder streng gläubigen frauenverachtenden Religionen weniger ebenso dass Probleme von archaischen Strukturen innerhalb bestimmter Communities gelöst werden können, kann nur naiv sein...….",1.0,0,0,0
Die SPD sollte jetzt endlich mal wieder klar Schiff machen. Schließlich wird sie noch gebraucht – als Juniorpartner für GR2.,0.0,0,0,0
Hätten da nicht nackte Jungs auftreten müssen?,1.0,0,0,0
"Fand ich erst eine interessante Idee, aber wenn ich mir vor die Augen führe, wie sich Düsseldorfer Bus- und Taxifahrer verhalten, habe ich als Radfahrer doch ziemliche Bedenken. Dann doch lieber geschützte Radwege wie in anderen Städten. Aber dazu braucht es halt mehr als Pinsel, Farbe und ein paar Schilder.",0.0,0,0,0
"Warum geht die Werbung für die Grünen eigentlich weiter, wo doch erst Mal keine Wahlen stattfinden? Das Gebabbel von Habeck lesen sich doch überwiegend eh nur wuschige Pädagoginnen älteren Semesters ernsthaft durch.",1.0,0,0,0
"► Mehrere Dutzend Brautpaare, die dort hatten feiern wollen, verloren nach der Schließung ihre Anzahlung.  Ich musste noch nie für solche oder ähnliche Veranstaltungen eine Anzahlung machen - da nutze ich lieber ein Lokal, das ich kenne und in dem ich bekannt bin.",0.0,0,0,0
"Bitte, was ist daran historisch, wenn so ein ""Gockelverein"" sich entschließt, nun auch Frauen als Mitglieder aufzunehmen. Dieses ganze Gelabere in der Rhein.Post über Karnelvals-/Schützenvereine geht einem langsam auf den Keks. Das ist einfaches Brauchtum---sonst nichts.",1.0,0,0,0
"Zickler hat richtig erkannt, der einfache Zuschauer übrigens auch, das Borussia in der letzten Saison Torschussgelegenheiten   nicht nutzte und den Ball zum nächstfreien Mitspieler spielten als aufs Tor zu schiessen. So gesehen macht der Trainerwechsel Sinn. Es  war doch leider unter Hecking so, Hinrunde stark, Rückrunde schwach. Wenn unter Rose mal ein starker Endspurt uns Fans erfreuen würde brennt die Seele noch mehr.",0.0,0,0,0
"Sehr geehrte Frau Justizministerin Katarina Barley , leider bin ich entsetzt. Kinder bekommen leider nicht mehr den Halt und die Führung, die sie benötigen. Schade! Wir entlassen unsere Kinder in eine Welt, in der alles erlaubt und richtig zu sein scheint. Wo und wie sollen sich Kinder orientieren? Warum müssen Schwule und Lespen Kinder um jeden Preis haben? Diese Lebensform ist NICHT richtig. Man muss nicht für jede Minderheit alles zugänglich machen.",1.0,0,0,0
Lebe jetzt seit 61 Jahren am Flughafen. Die Lautstärke hat stark abgenommen. Von mir aus können sie bis 23 Uhr Landen und Starten. Ich will doch nicht wie in einer Gruft leben.,0.0,0,0,0
"Daran kann man aber auch die Blauäugigkeit unserer Damenwelt erkennen. Hintern zu klein, dann muss es halt ein ""Dr."" sein. Meine Damen, als Mann sei Ihnen gesagt, wie SIE von hinten aussehen ist zweitrangig, wenn denn die Vorderseite i.O. ist und dementsprechend auch funktioniert.  ",1.0,0,0,0
"51.650 € wo ist der Mengenrabatt  42.000 €  ist genug  für die Kiste Die Verbrecher haben 400 PS  AUDIS A8 und AMG 6,3 Liter Mercedes  Der Ford Trecker reicht da nicht !",0.0,0,0,0
 Intersexuelle?  Oder Evolutionsfehler. ,1.0,0,0,0
"Herr Altmaier mag as Kanzlerchef für Frau Merkel gut gewesen sein, aber als Fachminister total überfordert,------wie die meisten Bundesminister von der jetzigen Bundesregierung. Prost Mahlzeit Deutschland.",0.0,0,0,0
"Es gibt doch schon genügend Fußballer-Ehefrauen und Freundinnen die in der Öffentlichkeit ""wirken"". Dann braucht es nicht noch mehr Frauen, die in der Politik wirken. Qualität muss sich durchsetzen. Nicht Quantität.",1.0,0,0,0
"und somit wäre der ""Sportstadt D"" mal wieder genüge getan und alles ist ins rechte Lot gerückt. Vor ein paar Tagen rühmte man sich bei der Fortuna und verglich sich mit dem FCB, weil man 54 Siege in Folge erzielt hatte. Jetzt schlug die DEG unbarmherzig zurück. 4 Niederlagen in Folge, und der Sport in D ist wieder ausgeglichen. (lach)",0.0,0,0,0
Dann können die Mädels zuhause mal Putzen und Kochen. Und die Jungs geh'n auf Jück. Berlin find ich geil ...,1.0,0,0,0
"Statt Solarparks in Bayern und Sachsen-Anhalt zu erwerben - was hat das mit Nahversorgung zu tun? - wäre es vielleicht ratsam, sich mal Gedanken über die vielen Dachflächen an öffentlichen Gebäuden (z.B. Schulen) in Neuss zu machen und diese ggf. zur Energiegewinnung zu nutzen. Das wäre doch mal eine Investition in dezentrale Versorgungsstrukturen!",0.0,0,0,0
Wie wär‘s mit einer Studie zur Gesundheitsgefährdung der Homosexualität?,1.0,0,0,0
Meinungsroboter twitterten gegen UN-Migrationspakt   Und  wieviele Meinungsroboter twitterten  f ü r  UN-Migrationspakt?,0.0,0,0,0
"Ja, ja, mit Quote! Die Quote löst alle Probleme! Da werden dann Damen ins Boot geholt, die zwar nicht den erforderlichen Rückhalt haben, weil sie überwiegend Unsinn von sich geben, aber die Quote heilt alles. Dieses Land weiß schon, wie es sich zu Grunde richtet.  Warum wird eigentlich von der Dachdeckerinnung keine Frauenquote gefordert?",1.0,0,0,0
"Dass das BKA fruehestens erst 2022 eine diesbezuegliche Statistik (wahrscheinlich) vorlegen ""darf"", ist doch von oben gewollt, oder!? Vor diesem Hintergrund muss auch die Frage gestellt werden duerfen, ob Messerangriffe und (terroristische) Angriffe durch KFZ erst seit 2015 in den Vordergrund gerueckt sind!",0.0,0,0,0
"Ich habe nicht gewusst, dass Frauen so dumm sind, sich auf einen Schleudersitz zu setzen; ich dachte immer, dass es nach Frau ""Fresse"" Nahles keine Frau geben würde, die sich das antut. Na ja, wieder etwas hinzu gelernt.",1.0,0,0,0
Ist halt nur eine Meinung. Bei einem Dieselverbot werden nur die bestraft die von den Autokonzernen betrogen wurden unter freundlicher Mitwirkung der Bundesregierung. Ist auch nicht gerecht. Und die Umweltspuren sind  nur Kosmetik. Richtige Maßnahmen für eine  bessere Mobilität und Fracht sehen anders aus.  Die Bilder von letzter Woche mit  LKW‘s  auf 3 Spuren vor dem Uni Tunnel sind doch erschreckend.,0.0,0,0,0
"Na, dann bin ich ja beruhigt, dass Frl. Julia zu wissen glaubt, was Nachhaltigkeit ist und sich berufen fühlt, die Welt an ihrem Wissen teilhaben zu lassen.  Auf dem Foto ist sie ja sehr hübsch. Mehr ist zu diesem Interview eigentlich nicht zu sagen. Außer vielleicht, dass gutes Aussehen auch nicht nachhaltig ist. Das wird Frl. Julia auch noch erfahren. ",1.0,0,0,0
Der Alternative Nobelpreis hat damit auch keinen Wert mehr.,0.0,0,0,0
"Entsetzlich. Grausam. Lächerlich. Eine Qual. Unbeschreibliches Malträtieren einer Lederkugel.   Man mag über die Sportart Fußball denken, was man will, aber sie hat das, was da momentan im Turnier in Frankreich passiert, nicht verdient.  Ein Blick in die Gesichter der ""Frauen"", die da über die Wiese hinter einem Ball herlaufen, sagt eigentlich schon alles. Mutter Natur hat den Frauen einige wunderbare Eigenschaften geschenkt. Das Fußballspielen gehört mit tödlicher Sicherheit nicht dazu. ",1.0,0,0,0
"SPD-Arbeitsminister sucht sein Heil in einer Rückkehr zur sozialen SPD, vergisst aber dabei, dass die SPD selbst diese unsoziale Politik eingeführt hat und CDU-Altmaier schiebt die Verantwortung auf irgendwelche ""Geister-Kontrolleure"", die es gar nicht gibt oder nur völlig unzureichend. Genau wie im Bereich Tierschutzkontrollen oder Steuerfahndung immer wieder das Alibi-Argument, um soziale Politik totzuschlagen. Armes Deutschland!",0.0,0,0,0
"Kondom- Pficht...... nichts bekannt. Wie will man diese Pflicht kontrollieren, soll die Kerze gehalten oder was? Das älteste Gewerbe soll so unter Kontrolle gehalten werden? Dann müssten den Männern den Besuch verboten werden und die Freudenhäuser dicht machen. Wenn man so besorgt ist wegen Leben Gesundheit und Umgang mit den Mädels, dann muss man sich überlegen wer sich diesen Stuss ausgedacht hat.",1.0,0,0,0
Der erste Schritt zurück auf die Bäume - ist aus dem Auto auszusteigen. Je nach Standort sind es dann nur noch ein paar Schritte.,0.0,0,0,0
"""Motsi wünscht sich ein zweites Kind."" Sucht sie jetzt hierüber einen potenten Spender? Wie sind die Auswahl kriterien? Wo kann man sich melden?",1.0,0,1,0
"## UN verurteilen Militärgewalt gegen Demonstranten ##  Hat die UN auch Vertreter in Frankreich? Der Umgang und dies in brutalster Form von  ""Sicherheit und Polizeikräften"" mit Demonstranten müsste die UN auch aufschrecken!  In den ÖR Medien kann man dies nicht lesen geschweige in Bild oder Film anschauen - warum wohl nicht!?  In den sozialen Medien sind diese menschenverachtenden Vorgehensweise öfter zu sehen.  Wohl ""weil nichts sein kann - was nicht sein darf!?""  Quo vadis ÖR Medien? ",0.0,0,1,0
"Ich habe ja bei dieser Sendung nichts gegen nett verpacktes Frischfleisch bei den Damen, aber auf eine nackte Männerwampe  wie gestern freiwillig (!!!) vom Pocher präsentiert, sollte man doch bitteschön bei den nächsten Sendungen verzichten. Schon seine große Klappe ist in dieser Sendung ja schon mehr als genug. ",1.0,0,1,0
"Viel interessanter als der vermutliche Verstoß gegen das Parteiengesetz ist einmal mehr, wer die AFD finanziert. Es ist doch rührend, wie sich all die Millionäre um die ""Partei der kleinen Leute"" sorgen!  ",0.0,0,1,0
"Ohje.... Ich kann mir sehr gut vorstellen, wie diese moralinsauren Pseudoemanzen zusammenglucken und sich ob ihres tollen Briefs selbst feiern. Die Damen haben offenbar das mediale Sommerloch gesucht und gefunden; mögen darin aber bitte schnell verschwinden. Es gibt schlimmere Werbung. Vor allem vor politischen Wahlen.  Der/die/das ""Füchschen"" hält wenigstens das, was er/sie/es verspricht! Tschüss die Damen..... ",1.0,0,1,0
Falsch! Deine Kindheit haben Deine Eltern gestohlen liebe Greta! Du wirst nur Deiner Zukunft beraubt!;),0.0,0,1,0
"Kann mir ehrlich gesagt kaum vorstellen, dass es so viele junge Ärzte gibt, die unbedingt eine rechtskonservative dirndltragende Endvierzigerin in der tiefsten bayerischen Provinz heiraten mögen. Mit etwas Glück findet sie für ihr privates Glück einen Arzt, der kurz vor dem Ruhestand steht.",1.0,0,1,0
"In meinen Augen hat der Rektor der ISD gut verhandelt. Jeder verkauft sich so gut, wie er kann. Offensichtlich sind für die Eltern dieser Schuldkinder (19.000 Euro Schulgeld jährlich) solche Gehälter nicht ungewöhnlich, sonst wäre der Rektor mit seiner Forderung nicht durchgekommen.  Unfair finde ich, dass diese Schule noch staatlich gefördert wird. Wenn schon Privatschule, dann soll sie auch vollkommen privat geführt werden. ",0.0,0,1,0
"Trotz alledem, ob diese Aktion sein musste oder nicht. Sie hat nun einmal - und macht zudem - eine gute Figur im Badeanzug (noch nicht einmal im Bikini (!) und kann es  sich auch leisten, ihn zu tragen,  .... im Gegensatz zu manch anderen Mitkonkurrentinnen beim Sonnenbaden! ;-))",1.0,0,1,0
"Bigottes Deutschland: Kippa-Tragen wird zur Bürgerpflicht, gleichzeitig soll das Kopftuch in öffentlichen Gebäuden und für Schülerinnen verboten werden. Wenn schon, dann religiöse Toleranz für alle Glaubensgemeinschaften!",0.0,0,1,0
"Serap Güler sieht, wie ich fie, wirklich hübsch aus. Dass das nicht reicht, um den Job eines Staatssekretärs machen zu können, beweist sie mal wieder eindrucksvoll. Sie schwafelt und schwafelt - Hauptsache, sie ist mal wieder im Blickpunkt der Medien. Ihre Einlassungen zum Thema sind lächerlich. Sie kann nix.",1.0,0,1,0
noch ein Jahr DEl...kein Mensch braucht diesen Verein...,0.0,0,1,0
"Wie sagte mein Dozent für Statistik: Der homo lässt die Arbeit ruh`n , er wartet auf den afternoon.",1.0,0,1,0
Pyro hat in keinem Stadion etwas zu suchen. Zu keinem Anlaß!,0.0,0,1,0
"Gib dem Mädchen mal einer ne Fleischwurst. Die sieht ja aus, als ob sie die Schwindsucht hat. Wie kann man sich nur für ein bißchen Ruhm derart verstümmeln?",1.0,0,1,0
"Moin, ich selbst habe auch schon brenzlige Situationen in dem Kreisverkehr erlebt, mit PKW und Fahrrad, wichtig ist die gegenseitige Rücksichtnahme dann klappt es auch mit dem unfallfreien ;-) Verkehr.Autofahrer müssen nicht mit Tempo 50 da durch fliegen. ",0.0,0,1,0
"Bordellwerbung ? Keine Ahnung wie die aussieht. Aber der Spezialist weiter unten hilft uns da mit seinem breiten Erfahrungsschatz aus. Ich sehe nur eine originelle Bierwerbung, die natürlich bei einigen älteren asexuellen Menschen Verwunderung hervorrufen kann. Aber ein Leben ohne Sex und Bier ? Hört sich nach Nordkorea an. Aber ok- dafür haben die schöne Raketen.",1.0,0,1,0
"Angesichts der Anzahl der Schulen in Deutschland und ihres Sanierungszustands schätze ich mal, dass jeden Tag an mindestens einer Schule die Heizung ausfällt. Bislang gab es noch keinen ARD-Brennpunkt deswegen. ",0.0,0,1,0
"Hart bleiben.  Selbst wenn diese schöne Werbung ""sexistisch"" sein sollte, dann ist es halt so. Na und?",1.0,0,1,0
"Hut ab vor Mack Horton! ""Wellbrock ... will das Thema ausblenden"" Macht Mutti doch auch so, wenn sie die Chinesen hofiert...",0.0,0,1,0
"Wer so ein Stück totes Rindvieh ernsthaft mit einer schönen Frau vergleicht, hat wohl schon seit Jahren nicht mehr das Vergnügen des Beischlafs erlebt. Oder aber er muss sich die Frau per Katalog aus Südostasien bestellen.",1.0,0,1,0
